sample_id,ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,ec,drainage_class,texture_class,area_dekar,slope_percent,irrigation_type,water_source,elevation_meters,variety,previous_crop,first_hemp_season,avg_temp,seasonal_rainfall_mm,avg_humidity,avg_solar_radiation,rotation_n_credit,rec_nitrogen_kg_dekar,rec_phosphorus_kg_dekar,rec_potassium_kg_dekar,rec_irrigation_mm_week,expected_yield_ton_dekar,suitable
1236,7.98,28.9,40.3,76.1,6.11,2.03,good,clay loam,109.6,10.2,drip,rain,451.4,narli,other,0,33.6,240.7,55.7,23.7,0.0,0.0,0.0,0.0,15.491,0.143,0
1237,6.11,19.8,19.8,208.2,1.92,0.56,excellent,sandy loam,502.2,1.9,drip,well,740.6,narli,other,0,29.1,587.4,65.7,18.5,0.0,0.514,0.0,0.0,0.494,0.681,1
1238,7.24,65.0,29.5,261.4,1.33,3.17,moderate,sandy loam,478.6,18.0,flood,rain,619.4,other,fallow,0,34.9,557.7,77.3,22.3,1.0,0.0,0.0,0.0,2.758,0.071,0
1239,6.08,37.3,11.3,91.0,1.27,0.95,excellent,sandy loam,320.9,9.2,flood,well,1036.7,other,legume,1,28.2,553.6,77.0,22.3,3.0,0.0,0.571,0.0,3.017,0.558,1
1240,5.11,65.3,39.1,120.1,4.1,1.13,good,sandy loam,495.7,0.7,flood,well,467.1,narli,other,0,15.1,349.2,64.7,13.1,0.0,0.0,0.0,0.0,15.17,0.512,1
1241,6.83,32.8,19.3,206.3,4.62,1.23,good,clay loam,559.3,21.9,none,rain,213.5,narli,other,0,22.4,377.1,72.6,18.5,0.0,0.0,0.0,0.0,0.0,0.43,1
1242,7.81,77.9,26.3,175.4,4.47,0.58,good,clay loam,536.3,7.4,drip,river,1063.4,other,hemp,1,29.8,628.7,39.2,20.6,-1.0,0.0,0.0,0.0,0.0,0.367,1
1243,6.57,32.6,42.8,252.7,4.27,2.56,excellent,clay loam,397.3,3.2,flood,rain,190.0,vezir,other,0,26.5,172.4,38.1,15.1,0.0,0.0,0.0,0.0,30.411,0.808,1
1244,5.44,24.6,14.6,104.7,1.83,3.33,excellent,sandy loam,20.4,7.4,flood,rain,968.9,vezir,cereal,1,33.8,178.3,73.6,10.1,0.0,0.0,0.0,0.0,30.65,0.291,0
1245,6.55,39.1,23.3,132.5,6.28,2.53,good,loam,160.5,3.2,drip,well,672.9,narli,fallow,1,15.0,522.1,71.3,21.1,1.0,0.0,0.0,0.0,3.325,0.619,1
1246,5.09,73.7,42.3,166.8,2.22,2.81,moderate,clay loam,528.1,10.9,sprinkler,municipal,68.7,narli,legume,0,19.5,415.5,46.4,13.0,3.0,0.0,0.0,0.0,7.536,0.346,1
1247,5.05,17.8,33.2,144.2,5.74,0.73,excellent,silt loam,596.2,11.7,none,river,753.6,vezir,fallow,0,34.3,538.2,78.5,22.1,1.0,0.0,0.0,0.0,0.0,0.184,0
1248,6.6,27.7,36.0,168.7,4.45,1.33,good,loam,94.4,7.4,flood,well,93.0,vezir,fallow,0,28.4,426.8,51.6,23.8,1.0,0.0,0.0,0.0,11.328,0.499,1
1249,5.02,32.0,22.7,155.7,6.03,2.86,moderate,silty clay loam,336.7,11.1,flood,rain,105.4,other,cereal,1,20.8,253.8,69.2,21.5,0.0,0.0,0.0,0.0,22.63,0.301,0
1250,6.11,63.8,13.0,88.2,4.61,0.23,good,sandy loam,169.0,21.0,sprinkler,well,706.4,narli,legume,0,10.2,611.0,52.8,18.3,3.0,0.0,0.0,0.0,0.0,0.261,0
1251,5.64,53.7,30.7,165.3,5.46,2.77,good,loam,151.7,5.7,flood,rain,197.8,vezir,fallow,0,10.5,525.0,72.3,21.1,1.0,0.0,0.0,0.0,4.629,0.381,1
1252,7.22,50.3,21.2,181.3,3.27,0.37,poor,clay loam,316.8,1.7,sprinkler,well,415.7,other,cereal,0,14.9,378.2,83.9,13.1,0.0,0.0,0.0,0.0,10.502,0.338,1
1253,5.48,27.1,40.2,130.7,4.06,3.72,excellent,sandy loam,188.1,4.9,drip,municipal,810.4,other,fallow,1,18.7,381.7,58.0,20.1,1.0,0.0,0.0,0.0,10.013,0.538,1
1254,6.23,79.9,36.2,148.5,1.02,3.87,excellent,loam,114.0,21.8,sprinkler,well,954.7,narli,other,0,11.4,440.5,81.4,22.0,0.0,0.0,0.0,0.0,7.465,0.354,1
1255,5.4,32.0,37.2,191.7,2.09,0.14,good,silt loam,393.4,22.0,none,river,735.2,narli,hemp,0,34.1,166.2,48.7,14.9,-1.0,0.0,0.0,0.0,0.0,0.177,0
1256,5.62,37.1,38.0,121.0,5.83,2.29,poor,silty clay loam,401.5,21.6,none,municipal,125.9,vezir,cereal,1,31.6,524.7,58.4,19.6,0.0,0.0,0.0,0.0,0.0,0.141,0
1257,5.76,76.7,11.5,211.6,5.0,2.36,good,silty clay loam,487.8,15.8,flood,river,99.1,narli,hemp,0,13.3,202.2,73.2,15.7,-1.0,0.0,0.55,0.0,25.619,0.373,1
1258,6.2,42.8,26.2,167.4,4.12,1.51,excellent,sandy loam,141.0,17.2,drip,rain,297.4,other,legume,0,13.9,557.0,62.8,23.4,3.0,0.0,0.0,0.0,2.076,0.401,1
1259,6.82,15.8,38.0,246.9,1.63,3.48,poor,sandy loam,63.5,5.3,drip,municipal,352.6,narli,sunflower,1,28.2,356.3,47.6,18.7,0.5,1.992,0.0,0.0,10.014,0.336,1
1260,5.01,62.2,43.2,81.4,6.14,3.13,good,clay loam,428.3,0.9,drip,municipal,1079.7,vezir,cereal,0,32.9,340.7,65.7,18.0,0.0,0.0,0.0,0.0,11.688,0.201,0
1261,5.14,26.8,15.2,99.9,2.68,2.73,poor,silt loam,315.2,8.8,none,river,987.5,vezir,fallow,0,10.8,572.1,67.3,15.1,1.0,0.0,0.0,0.0,0.0,0.218,0
1262,6.4,22.7,33.2,127.8,4.4,3.35,excellent,clay loam,139.2,17.9,none,well,902.5,other,hemp,0,19.0,425.9,61.8,19.0,-1.0,0.0,0.0,0.0,0.0,0.356,1
1263,5.6,37.5,22.0,273.0,5.74,3.29,good,loam,570.4,20.2,none,municipal,313.3,vezir,legume,1,13.4,395.0,77.0,19.2,3.0,0.0,0.0,0.0,0.0,0.333,1
1264,7.62,32.1,20.4,157.8,5.08,1.6,good,silty clay loam,387.1,21.4,drip,municipal,401.9,other,other,1,31.0,603.6,78.2,19.1,0.0,0.0,0.0,0.0,0.0,0.191,0
1265,6.94,51.3,18.1,243.0,3.88,1.65,moderate,silty clay loam,170.0,19.4,sprinkler,rain,889.1,vezir,sunflower,0,33.4,536.4,59.1,10.1,0.5,0.0,0.0,0.0,3.02,0.135,0
1266,6.21,27.3,34.7,86.6,3.24,1.58,poor,silt loam,490.6,1.1,sprinkler,rain,245.8,vezir,legume,1,27.5,343.2,43.8,23.9,3.0,0.0,0.0,0.0,13.69,0.374,1
1267,6.55,71.5,24.7,187.9,2.13,3.57,excellent,clay loam,183.1,9.7,none,rain,825.2,narli,cereal,0,33.7,601.7,44.8,21.0,0.0,0.0,0.0,0.0,0.0,0.328,1
1268,5.16,77.1,29.3,240.0,1.38,3.52,poor,loam,384.4,9.9,none,well,756.6,other,sunflower,1,16.1,408.9,64.6,16.5,0.5,0.0,0.0,0.0,0.0,0.225,0
1269,5.26,31.4,40.9,158.4,4.6,1.15,excellent,silty clay loam,362.2,18.9,drip,municipal,742.2,other,other,1,8.9,530.3,36.4,15.6,0.0,0.0,0.0,0.0,2.908,0.175,0
1270,5.26,70.0,33.9,209.6,1.66,0.72,moderate,loam,532.2,9.1,drip,river,635.6,narli,cereal,0,14.8,449.1,64.4,23.5,0.0,0.0,0.0,0.0,5.861,0.428,1
1271,7.81,44.0,20.4,212.6,5.28,0.15,poor,sandy loam,384.2,16.7,flood,well,977.4,vezir,sunflower,1,9.0,377.5,45.2,17.5,0.5,0.0,0.0,0.0,14.951,0.097,0
1272,5.59,15.7,17.4,245.1,2.93,0.93,good,silt loam,420.3,0.7,flood,municipal,689.8,vezir,cereal,0,24.6,244.6,78.3,17.8,0.0,0.017,0.0,0.0,22.172,0.607,1
1273,7.84,42.8,35.5,131.6,4.43,3.33,good,silt loam,535.5,12.3,flood,river,45.9,narli,other,1,24.9,335.9,35.3,20.0,0.0,0.0,0.0,0.0,17.582,0.411,1
1274,7.23,25.3,38.8,202.8,5.94,2.47,excellent,clay loam,133.6,1.0,sprinkler,river,406.9,vezir,sunflower,1,8.1,272.4,57.0,19.0,0.5,0.0,0.0,0.0,12.906,0.395,1
1275,5.63,25.6,12.3,250.6,4.45,1.49,poor,silty clay loam,586.3,7.5,drip,municipal,158.3,narli,other,0,11.8,169.5,84.8,22.0,0.0,0.0,0.211,0.0,19.212,0.249,0
1276,7.62,65.8,9.2,112.3,6.32,3.65,good,silt loam,327.8,15.7,sprinkler,municipal,498.9,vezir,fallow,0,13.5,555.7,82.1,12.1,1.0,0.0,1.324,0.0,1.988,0.352,1
1277,5.25,25.2,13.4,209.3,5.21,3.49,excellent,silt loam,514.1,13.1,drip,municipal,219.4,vezir,sunflower,0,26.5,537.0,74.2,19.3,0.5,0.0,0.0,0.0,2.461,0.381,1
1278,7.81,23.1,23.7,219.9,5.57,1.38,good,silt loam,450.2,10.2,drip,municipal,36.1,other,sunflower,0,15.6,519.7,79.2,21.8,0.5,0.0,0.0,0.0,3.54,0.391,1
1279,5.71,36.6,24.4,247.1,4.28,1.51,good,silty clay loam,424.7,17.1,sprinkler,municipal,949.8,other,fallow,1,9.7,528.3,41.7,12.1,1.0,0.0,0.0,0.0,2.827,0.259,0
1280,6.88,75.7,18.0,186.4,1.99,1.21,poor,loam,145.8,10.1,flood,river,541.1,vezir,fallow,1,21.3,505.3,78.7,22.5,1.0,0.0,0.0,0.0,5.728,0.324,1
1281,5.8,61.8,41.0,156.0,1.73,2.74,good,clay loam,402.2,11.0,sprinkler,municipal,413.1,narli,sunflower,0,33.1,538.3,56.5,13.7,0.5,0.0,0.0,0.0,2.803,0.343,0
1282,7.73,79.1,26.2,209.5,3.19,0.87,poor,silt loam,493.9,20.9,sprinkler,municipal,131.5,other,legume,1,15.6,332.3,62.8,21.1,3.0,0.0,0.0,0.0,14.949,0.19,0
1283,7.87,42.6,28.7,273.4,2.18,1.55,excellent,clay loam,260.6,1.7,flood,well,345.6,other,fallow,1,21.6,529.6,37.5,12.8,1.0,0.0,0.0,0.0,4.54,0.536,1
1284,5.96,25.3,31.2,187.4,4.21,0.97,excellent,sandy loam,471.5,13.7,sprinkler,well,741.7,vezir,legume,0,33.8,591.7,84.2,17.6,3.0,0.0,0.0,0.0,0.419,0.246,0
1285,6.79,21.0,21.7,105.0,1.24,1.68,poor,sandy loam,374.4,4.6,sprinkler,river,1035.7,vezir,cereal,0,9.1,604.8,68.3,22.5,0.0,1.199,0.0,0.0,0.0,0.223,0
1286,7.98,19.1,27.7,106.5,2.63,3.82,excellent,silty clay loam,77.6,16.8,none,rain,456.5,other,sunflower,0,29.7,519.6,62.2,14.2,0.5,0.0,0.0,0.0,0.0,0.203,0
1287,5.45,68.1,19.4,246.6,2.42,2.63,moderate,loam,461.7,13.4,none,rain,278.8,other,other,1,10.5,496.5,58.7,21.5,0.0,0.0,0.0,0.0,0.0,0.252,0
1288,6.34,20.7,42.5,116.6,5.48,0.95,good,loam,73.3,7.5,none,rain,355.8,narli,cereal,0,8.3,226.3,53.9,21.1,0.0,0.0,0.0,0.0,0.0,0.394,1
1289,6.17,42.2,44.9,174.3,6.27,0.57,moderate,loam,354.4,17.5,sprinkler,river,307.6,other,hemp,1,32.4,263.3,45.4,16.8,-1.0,0.0,0.0,0.0,18.599,0.17,0
1290,5.19,48.5,26.2,126.2,5.86,2.13,good,clay loam,310.8,1.6,flood,municipal,374.1,vezir,other,0,32.0,487.9,57.5,15.6,0.0,0.0,0.0,0.0,7.472,0.247,0
1291,7.03,18.5,21.0,74.8,5.04,3.67,excellent,clay loam,171.5,6.0,flood,river,1065.6,narli,cereal,0,17.9,203.7,83.1,15.0,0.0,0.0,0.0,0.0,27.443,0.737,1
1292,5.45,78.7,26.9,157.5,3.51,0.49,good,loam,49.4,7.5,drip,municipal,744.3,other,legume,0,19.0,463.7,46.8,14.4,3.0,0.0,0.0,0.0,5.465,0.63,1
1293,7.5,61.1,26.5,264.4,5.94,1.7,moderate,loam,515.4,14.9,drip,municipal,159.2,narli,fallow,1,18.9,610.0,72.2,17.1,1.0,0.0,0.0,0.0,0.0,0.337,1
1294,5.45,54.2,27.6,136.9,5.95,2.65,good,silty clay loam,502.5,9.2,drip,municipal,935.0,vezir,legume,0,17.5,460.2,39.8,11.6,3.0,0.0,0.0,0.0,5.69,0.637,1
1295,5.02,46.5,35.1,223.2,3.01,0.96,excellent,sandy loam,26.3,16.7,sprinkler,well,453.6,other,hemp,1,29.7,250.6,58.0,14.0,-1.0,0.0,0.0,0.0,17.569,0.235,0
1296,5.25,23.2,18.4,236.0,1.99,1.76,good,clay loam,516.4,4.3,sprinkler,rain,113.4,vezir,sunflower,1,8.6,531.4,47.5,14.6,0.5,0.0,0.0,0.0,3.041,0.279,0
1297,7.67,63.6,13.3,219.3,1.62,0.13,good,clay loam,338.9,1.4,drip,municipal,519.3,narli,legume,0,10.2,411.3,77.5,16.4,3.0,0.0,0.0,0.0,8.11,0.42,1
1298,7.4,27.2,37.7,227.3,6.05,0.17,good,silt loam,327.2,16.3,flood,well,960.5,vezir,sunflower,0,9.5,371.2,49.8,12.0,0.5,0.0,0.0,0.0,15.848,0.237,0
1299,7.25,66.0,31.2,210.5,5.07,2.34,moderate,sandy loam,196.7,18.9,drip,municipal,786.9,other,fallow,1,16.5,175.0,46.1,14.0,1.0,0.0,0.0,0.0,18.004,0.308,0
1300,7.29,15.4,25.8,229.9,4.85,0.85,poor,sandy loam,355.0,12.1,flood,well,458.1,vezir,cereal,0,20.1,469.9,42.3,21.0,0.0,0.0,0.0,0.0,9.184,0.285,0
1301,7.1,55.5,28.4,209.6,5.43,3.46,excellent,sandy loam,280.5,18.6,flood,rain,591.5,vezir,hemp,0,18.1,327.3,39.7,23.3,-1.0,0.0,0.0,0.0,18.166,0.393,1
1302,7.1,78.8,33.4,218.6,5.91,2.4,excellent,silty clay loam,466.1,4.6,drip,rain,656.0,vezir,sunflower,0,8.8,451.1,75.8,20.1,0.5,0.0,0.0,0.0,5.348,0.506,1
1303,7.48,78.6,20.4,104.6,5.63,1.92,excellent,clay loam,521.7,0.6,flood,rain,214.3,narli,hemp,0,25.5,362.7,67.6,20.1,-1.0,0.0,0.0,0.0,16.876,0.545,1
1304,7.28,78.6,38.7,204.7,5.33,3.29,poor,sandy loam,345.4,11.5,drip,well,48.5,other,cereal,0,8.1,474.7,64.5,21.8,0.0,0.0,0.0,0.0,5.085,0.199,0
1305,6.5,41.4,14.2,65.3,6.11,3.23,excellent,clay loam,497.5,18.8,drip,well,319.7,other,hemp,1,18.4,214.7,82.9,11.5,-1.0,0.0,0.0,0.0,16.366,0.326,1
1306,6.2,43.2,43.7,158.9,4.5,3.85,good,clay loam,423.3,12.6,drip,river,181.2,vezir,legume,0,17.9,270.1,81.4,21.7,3.0,0.0,0.0,0.0,11.616,0.548,1
1307,6.06,18.2,21.2,153.4,5.11,3.53,excellent,clay loam,129.7,12.1,sprinkler,well,549.3,vezir,sunflower,0,33.5,291.1,57.6,13.3,0.5,0.0,0.0,0.0,13.25,0.239,0
1308,6.0,50.8,16.0,111.7,3.13,2.36,excellent,sandy loam,122.9,3.6,drip,well,680.6,narli,other,1,14.9,470.2,41.2,15.3,0.0,0.0,0.0,0.0,4.83,0.66,1
1309,5.72,17.4,31.2,114.0,4.05,2.27,poor,silt loam,392.0,11.9,none,municipal,270.7,vezir,sunflower,1,26.6,176.6,64.9,13.9,0.5,0.0,0.0,0.0,0.0,0.274,0
1310,5.56,25.2,29.9,206.2,2.08,3.01,poor,clay loam,153.8,21.4,sprinkler,river,645.3,narli,hemp,0,21.8,317.8,81.6,21.1,-1.0,0.0,0.0,0.0,10.995,0.164,0
1311,6.95,35.6,43.7,212.4,3.72,1.98,poor,clay loam,194.4,2.1,sprinkler,municipal,248.6,other,sunflower,1,14.7,612.5,38.8,19.7,0.5,0.0,0.0,0.0,0.0,0.289,1
1312,6.38,18.3,18.1,67.6,5.33,1.58,good,clay loam,393.3,21.8,sprinkler,municipal,232.8,other,legume,0,18.2,563.4,58.0,10.1,3.0,0.0,0.0,0.0,1.783,0.36,1
1313,6.74,74.5,17.8,83.4,5.32,0.36,good,loam,517.7,17.3,none,municipal,692.0,vezir,sunflower,0,12.1,610.4,35.1,21.9,0.5,0.0,0.0,0.0,0.0,0.298,1
1314,6.83,76.0,31.7,107.1,1.86,3.41,moderate,silt loam,280.0,21.0,sprinkler,municipal,880.3,other,legume,1,16.8,399.7,77.8,14.2,3.0,0.0,0.0,0.0,11.088,0.238,0
1315,7.64,25.5,14.9,243.1,2.84,1.36,excellent,loam,21.9,4.3,drip,river,389.0,vezir,hemp,0,26.8,222.0,47.5,14.0,-1.0,0.0,0.0,0.0,15.756,0.502,1
1316,5.89,33.0,22.2,73.7,6.23,2.53,good,silt loam,293.9,1.6,drip,rain,74.8,narli,fallow,0,34.6,175.7,63.9,20.8,1.0,0.0,0.0,0.0,18.699,0.258,0
1317,5.53,74.3,14.1,199.3,3.68,1.66,excellent,silty clay loam,44.1,13.6,none,municipal,737.6,narli,fallow,0,32.5,284.9,44.6,19.4,1.0,0.0,0.0,0.0,0.0,0.244,0
1318,6.02,76.1,37.6,74.8,5.98,2.82,good,silty clay loam,87.6,14.4,drip,municipal,805.2,other,cereal,0,27.0,238.8,75.1,18.3,0.0,0.0,0.0,0.0,13.41,0.495,1
1319,6.71,74.2,18.0,84.8,1.61,0.13,poor,loam,493.0,21.2,none,river,646.9,vezir,cereal,0,12.2,602.9,76.4,21.5,0.0,0.0,0.0,0.0,0.0,0.171,0
1320,6.86,47.9,19.2,127.6,4.4,2.06,excellent,clay loam,231.1,6.9,drip,river,520.4,other,legume,1,18.4,593.5,51.3,18.5,3.0,0.0,0.0,0.0,0.26,0.419,1
1321,7.9,27.4,13.5,85.0,4.6,3.58,poor,loam,55.7,7.3,sprinkler,river,130.5,vezir,fallow,0,32.0,267.9,44.2,13.5,1.0,0.0,0.0,0.0,18.292,0.184,0
1322,7.63,74.9,22.6,267.4,3.62,0.42,moderate,loam,25.8,3.5,sprinkler,municipal,191.6,other,hemp,0,9.1,374.1,54.2,14.4,-1.0,0.0,0.0,0.0,14.094,0.301,0
1323,7.25,47.1,34.1,257.9,4.9,3.65,good,sandy loam,583.4,15.6,none,rain,952.3,narli,legume,0,17.1,546.7,77.1,10.7,3.0,0.0,0.0,0.0,0.0,0.46,1
1324,7.56,16.2,32.9,236.9,4.29,3.47,moderate,silt loam,483.0,17.8,sprinkler,municipal,318.6,vezir,sunflower,1,9.7,522.5,68.3,17.4,0.5,0.0,0.0,0.0,3.792,0.18,0
1325,7.13,30.2,28.4,213.8,2.21,2.66,moderate,silty clay loam,354.4,20.0,sprinkler,river,859.2,vezir,fallow,0,21.9,389.1,84.2,22.9,1.0,0.0,0.0,0.0,10.384,0.377,0
1326,6.37,57.3,10.9,195.1,3.02,1.02,poor,clay loam,415.4,13.3,drip,river,364.2,vezir,other,0,9.5,153.4,58.5,22.0,0.0,0.0,0.691,0.0,20.718,0.152,0
1327,5.89,33.4,29.4,194.6,6.02,0.87,good,clay loam,239.2,9.4,none,river,850.2,narli,fallow,0,29.9,606.0,52.9,18.6,1.0,0.0,0.0,0.0,0.0,0.43,1
1328,5.51,73.5,29.6,134.1,2.08,3.4,moderate,sandy loam,450.6,13.7,flood,municipal,124.0,vezir,cereal,0,17.6,610.4,70.2,22.8,0.0,0.0,0.0,0.0,0.0,0.342,1
1329,7.8,29.9,36.0,221.5,1.05,3.43,poor,silt loam,57.6,5.6,sprinkler,river,276.2,narli,hemp,0,21.1,401.2,75.5,22.2,-1.0,0.0,0.0,0.0,10.314,0.366,0
1330,7.04,29.1,38.5,84.6,3.84,1.82,moderate,silt loam,567.8,7.1,none,municipal,967.5,narli,legume,0,19.9,308.6,64.1,13.4,3.0,0.0,0.0,0.0,0.0,0.413,1
1331,5.72,79.2,41.2,279.2,3.77,0.73,moderate,sandy loam,493.5,16.2,flood,municipal,747.2,narli,legume,1,33.1,197.8,75.1,13.4,3.0,0.0,0.0,0.0,26.583,0.176,0
1332,5.11,17.9,10.5,93.7,1.42,1.09,poor,clay loam,46.4,11.6,none,well,478.6,other,hemp,0,25.3,466.2,44.2,10.9,-1.0,2.877,0.866,0.0,0.0,0.203,0
1333,5.06,27.2,19.5,169.0,2.17,0.9,good,loam,80.6,9.3,drip,well,889.2,vezir,hemp,1,8.3,296.1,45.0,13.3,-1.0,0.0,0.0,0.0,11.628,0.254,0
1334,5.14,45.7,44.1,92.3,4.75,2.75,good,clay loam,457.9,21.9,none,river,729.5,vezir,hemp,0,10.1,411.4,73.2,22.5,-1.0,0.0,0.0,0.0,0.0,0.207,0
1335,6.27,62.8,42.0,250.2,2.2,1.97,poor,loam,478.1,13.5,drip,river,683.9,other,other,0,9.1,403.3,46.2,13.8,0.0,0.0,0.0,0.0,7.67,0.191,0
1336,7.79,67.6,11.1,222.0,3.51,2.92,good,sandy loam,332.4,19.8,drip,rain,1058.8,other,other,0,16.4,488.7,47.4,18.9,0.0,0.0,0.739,0.0,4.116,0.229,0
1337,5.32,79.0,31.6,112.5,3.15,0.65,good,silt loam,499.8,13.4,sprinkler,river,503.9,other,fallow,1,8.8,355.3,60.8,21.9,1.0,0.0,0.0,0.0,13.672,0.225,0
1338,7.89,19.9,21.1,160.9,4.61,0.83,good,silt loam,415.8,8.0,flood,river,747.7,vezir,sunflower,0,30.9,375.1,82.0,17.2,0.5,0.0,0.0,0.0,16.137,0.362,1
1339,7.41,75.3,14.1,217.5,5.01,3.9,poor,sandy loam,449.4,10.3,sprinkler,well,1019.6,narli,fallow,1,28.5,184.0,41.2,12.4,1.0,0.0,0.0,0.0,18.439,0.29,0
1340,7.08,73.0,18.3,267.4,1.13,2.81,good,silty clay loam,268.0,10.9,none,municipal,1047.1,narli,hemp,1,15.9,561.9,83.1,10.8,-1.0,0.0,0.0,0.0,0.0,0.624,1
1341,6.39,65.6,16.5,94.5,3.55,0.28,good,silt loam,150.0,16.7,none,river,165.4,vezir,other,0,22.3,645.9,78.7,19.2,0.0,0.0,0.0,0.0,0.0,0.347,1
1342,6.92,18.7,37.5,110.1,6.4,3.23,excellent,silty clay loam,365.0,16.4,sprinkler,municipal,456.3,other,cereal,1,8.6,577.5,41.1,23.0,0.0,0.0,0.0,0.0,1.068,0.261,0
1343,5.25,32.2,21.2,143.4,3.04,2.09,poor,loam,289.0,13.3,none,well,43.3,vezir,cereal,0,20.4,248.9,77.1,15.0,0.0,0.0,0.0,0.0,0.0,0.272,0
1344,7.38,65.8,20.2,143.6,2.73,3.51,moderate,loam,91.6,18.2,flood,well,707.9,narli,fallow,0,32.3,470.0,36.4,10.2,1.0,0.0,0.0,0.0,8.38,0.171,0
1345,5.39,19.9,33.0,118.3,4.56,1.75,excellent,loam,454.0,8.4,sprinkler,municipal,743.4,vezir,hemp,1,30.5,204.3,69.3,19.4,-1.0,0.0,0.0,0.0,17.864,0.449,1
1346,6.24,60.6,27.8,247.2,2.81,0.92,good,silty clay loam,583.3,9.1,sprinkler,municipal,84.8,narli,sunflower,0,23.7,576.0,50.5,10.4,0.5,0.0,0.0,0.0,1.245,0.662,1
1347,5.17,28.4,32.8,265.2,2.83,2.61,poor,silt loam,36.3,17.8,flood,well,962.7,other,other,0,23.8,591.3,66.5,16.3,0.0,0.0,0.0,0.0,0.605,0.132,0
1348,5.39,26.8,34.0,164.1,3.69,1.09,good,silty clay loam,246.5,17.6,sprinkler,well,350.6,vezir,legume,1,8.2,434.2,78.7,22.9,3.0,0.0,0.0,0.0,8.904,0.147,0
1349,7.41,47.3,30.0,232.7,5.49,2.29,good,clay loam,32.0,2.7,drip,well,976.8,vezir,legume,0,31.2,276.6,83.9,20.2,3.0,0.0,0.0,0.0,13.492,0.362,1
1350,7.5,54.9,44.5,109.0,5.63,3.0,excellent,sandy loam,275.4,3.6,sprinkler,municipal,741.9,narli,other,0,13.4,492.8,73.7,13.0,0.0,0.0,0.0,0.0,5.927,0.52,1
1351,5.74,56.3,26.8,176.9,6.21,3.76,excellent,silty clay loam,352.5,3.8,sprinkler,rain,118.1,vezir,fallow,0,23.4,513.0,51.8,21.2,1.0,0.0,0.0,0.0,3.826,0.703,1
1352,7.53,62.6,40.4,98.1,4.99,2.93,excellent,silt loam,415.0,19.1,sprinkler,rain,807.7,other,cereal,1,11.9,491.4,80.1,12.3,0.0,0.0,0.0,0.0,4.341,0.252,0
1353,6.23,68.0,34.3,228.6,2.52,0.26,excellent,silt loam,405.0,2.6,sprinkler,rain,269.9,narli,legume,0,17.5,618.9,70.4,21.3,3.0,0.0,0.0,0.0,0.0,0.752,1
1354,5.88,56.4,29.7,97.3,6.2,2.15,moderate,clay loam,472.3,19.8,none,rain,878.2,narli,cereal,0,16.6,282.5,80.5,13.2,0.0,0.0,0.0,0.0,0.0,0.304,1
1355,5.65,42.2,35.6,101.2,5.54,1.44,poor,sandy loam,100.0,0.5,none,river,93.1,narli,other,0,33.8,498.5,54.3,22.3,0.0,0.0,0.0,0.0,0.0,0.117,0
1356,5.65,47.3,21.4,138.4,2.37,3.88,good,loam,22.5,12.7,sprinkler,well,620.6,narli,legume,0,23.3,330.7,58.8,12.9,3.0,0.0,0.0,0.0,12.13,0.566,1
1357,7.97,72.8,18.2,78.8,2.71,1.43,moderate,clay loam,408.5,22.0,drip,river,464.9,other,legume,1,9.6,225.4,36.4,19.2,3.0,0.0,0.0,0.0,16.353,0.139,0
1358,6.75,63.9,18.3,99.6,4.28,2.61,good,silty clay loam,259.8,1.3,sprinkler,river,101.4,vezir,fallow,0,32.1,408.0,58.2,14.9,1.0,0.0,0.0,0.0,8.808,0.413,1
1359,6.65,50.0,37.4,250.0,5.87,1.2,poor,clay loam,215.0,4.1,flood,well,1042.6,narli,legume,0,24.9,361.6,67.5,17.2,3.0,0.0,0.0,0.0,15.649,0.338,1
1360,7.97,53.2,29.3,81.3,2.84,1.26,excellent,loam,542.7,8.9,flood,rain,158.2,narli,fallow,0,17.2,420.1,41.2,20.7,1.0,0.0,0.0,0.0,12.089,0.395,1
1361,5.97,18.0,43.3,117.0,3.21,0.51,excellent,silt loam,404.2,20.5,sprinkler,municipal,135.1,other,hemp,0,34.2,370.8,79.7,17.8,-1.0,0.0,0.0,0.0,8.936,0.161,0
1362,7.81,73.4,43.0,177.2,3.46,2.52,poor,sandy loam,249.3,17.9,none,rain,712.4,vezir,sunflower,0,21.6,462.4,67.7,16.3,0.5,0.0,0.0,0.0,0.0,0.179,0
1363,5.64,69.8,24.0,118.5,4.72,2.43,moderate,silt loam,589.7,21.7,none,well,312.0,narli,sunflower,1,25.0,250.5,52.2,21.2,0.5,0.0,0.0,0.0,0.0,0.265,0
1364,6.3,60.3,29.8,226.5,5.59,3.12,moderate,loam,292.4,5.0,flood,rain,147.2,vezir,hemp,0,34.7,644.5,42.7,13.5,-1.0,0.0,0.0,0.0,0.0,0.162,0
1365,5.35,30.2,34.1,100.0,5.27,1.58,poor,silty clay loam,333.0,16.1,drip,municipal,1010.2,other,cereal,0,24.4,498.9,45.3,12.8,0.0,0.0,0.0,0.0,4.48,0.169,0
1366,6.91,37.0,15.0,189.4,2.78,2.96,good,silty clay loam,536.2,13.4,none,rain,901.7,narli,other,0,9.2,172.0,59.9,23.1,0.0,0.0,0.0,0.0,0.0,0.362,1
